ticker,fecha,dow,nivel,umbral_pct,hora_cruce,bucket,min_a_cierre,pierna_perdedora,roi_comb_t,roi_call_t,roi_put_t,ask_perdedora_t,ask_opuesta_t,ejecutable,pnl_hold,pnl_reforzar,pnl_contra,pnl_cortar,pct_hold,pct_reforzar,pct_contra,pct_cortar,call_occ,put_occ,nbbo_ok,hora_entrada
QQQ,2026-01-15,Jue,leg,20,09:34,09:30-10:30,381,CALL,-10.29,-22.5,1.92,0.32,0.54,True,-307.69,-807.69,-141.03,79.81,-30.77,-53.85,-9.4,7.98,O:QQQ260115C00629000,O:QQQ260115P00622000,True,09:30
QQQ,2026-01-15,Jue,leg,30,09:37,09:30-10:30,378,CALL,-10.48,-32.5,11.54,0.28,0.59,True,-307.69,-807.69,-197.52,29.81,-30.77,-53.85,-13.17,2.98,O:QQQ260115C00629000,O:QQQ260115P00622000,True,09:30
QQQ,2026-01-15,Jue,leg,40,09:38,09:30-10:30,377,CALL,-7.79,-42.5,26.92,0.24,0.67,True,-307.69,-807.69,-270.38,-20.19,-30.77,-53.85,-18.03,-2.02,O:QQQ260115C00629000,O:QQQ260115P00622000,True,09:30
QQQ,2026-01-15,Jue,leg,50,09:50,09:30-10:30,365,CALL,-16.35,-50.0,17.31,0.21,0.62,True,-307.69,-807.69,-227.05,-57.69,-30.77,-53.85,-15.14,-5.77,O:QQQ260115C00629000,O:QQQ260115P00622000,True,09:30
QQQ,2026-01-15,Jue,leg,60,10:03,09:30-10:30,352,CALL,-31.92,-60.0,-3.85,0.17,0.51,True,-307.69,-807.69,-101.81,-107.69,-30.77,-53.85,-6.79,-10.77,O:QQQ260115C00629000,O:QQQ260115P00622000,True,09:30
SPY,2026-01-15,Jue,combined,20,09:54,09:30-10:30,361,CALL,-20.89,-24.39,-17.39,0.32,0.39,True,-923.91,-1423.91,-1334.17,-208.91,-92.39,-94.93,-88.94,-20.89,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,combined,30,10:05,09:30-10:30,350,CALL,-30.91,-48.78,-13.04,0.22,0.41,True,-923.91,-1423.91,-1338.55,-309.12,-92.39,-94.93,-89.24,-30.91,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,combined,40,10:20,09:30-10:30,335,CALL,-40.43,-43.9,-36.96,0.24,0.3,True,-923.91,-1423.91,-1307.25,-404.29,-92.39,-94.93,-87.15,-40.43,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,combined,50,11:11,10:30-12:00,284,PUT,-51.03,-39.02,-63.04,0.18,0.26,True,-923.91,-1229.47,-1423.91,-510.34,-92.39,-81.96,-94.93,-51.03,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,combined,60,12:15,12:00-13:30,220,PUT,-62.3,-46.34,-78.26,0.11,0.23,True,-923.91,-1105.73,-1423.91,-623.01,-92.39,-73.72,-94.93,-62.3,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,leg,20,09:38,09:30-10:30,377,CALL,-10.98,-21.95,0.0,0.33,0.47,True,-923.91,-1423.91,-1349.44,-533.67,-92.39,-94.93,-89.96,-53.37,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,leg,30,09:48,09:30-10:30,367,PUT,-18.88,-7.32,-30.43,0.33,0.39,True,-923.91,-1317.85,-1423.91,-652.17,-92.39,-87.86,-94.93,-65.22,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,leg,40,09:51,09:30-10:30,364,CALL,-13.39,-46.34,19.57,0.23,0.56,True,-923.91,-1423.91,-1361.41,-655.62,-92.39,-94.93,-90.76,-65.56,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,leg,50,10:07,09:30-10:30,348,CALL,-29.27,-58.54,0.0,0.18,0.47,True,-923.91,-1423.91,-1349.44,-716.6,-92.39,-94.93,-89.96,-71.66,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
SPY,2026-01-15,Jue,leg,60,10:36,10:30-12:00,319,PUT,-35.31,-9.76,-60.87,0.19,0.38,True,-923.91,-1239.7,-1423.91,-804.35,-92.39,-82.65,-94.93,-80.43,O:SPY260115C00696000,O:SPY260115P00691000,True,09:30
IWM,2026-01-15,Jue,combined,20,09:32,09:30-10:30,383,PUT,-23.01,25.0,-71.01,0.21,0.46,True,-416.67,-916.67,-460.14,-230.07,-41.67,-61.11,-30.68,-23.01,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,combined,30,09:33,09:30-10:30,382,PUT,-30.68,11.11,-72.46,0.2,0.42,True,-416.67,-916.67,-416.67,-306.76,-41.67,-61.11,-27.78,-30.68,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,combined,40,09:43,09:30-10:30,372,PUT,-40.4,-8.33,-72.46,0.2,0.34,True,-416.67,-916.67,-299.02,-403.99,-41.67,-61.11,-19.93,-40.4,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,leg,20,09:30,09:30-10:30,385,PUT,1.15,80.56,-78.26,0.16,0.67,True,-416.67,-916.67,-603.23,-307.97,-41.67,-61.11,-40.22,-30.8,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,leg,30,09:30,09:30-10:30,385,PUT,1.15,80.56,-78.26,0.16,0.67,True,-416.67,-916.67,-603.23,-307.97,-41.67,-61.11,-40.22,-30.8,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,leg,40,09:30,09:30-10:30,385,PUT,1.15,80.56,-78.26,0.16,0.67,True,-416.67,-916.67,-603.23,-307.97,-41.67,-61.11,-40.22,-30.8,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,leg,50,09:30,09:30-10:30,385,PUT,1.15,80.56,-78.26,0.16,0.67,True,-416.67,-916.67,-603.23,-307.97,-41.67,-61.11,-40.22,-30.8,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
IWM,2026-01-15,Jue,leg,60,09:30,09:30-10:30,385,PUT,1.15,80.56,-78.26,0.16,0.67,True,-416.67,-916.67,-603.23,-307.97,-41.67,-61.11,-40.22,-30.8,O:IWM260115C00265000,O:IWM260115P00262000,True,09:30
QQQ,2026-01-16,Vie,combined,20,09:37,09:30-10:30,378,CALL,-21.38,-40.68,-2.08,0.36,0.48,True,-166.67,-666.67,166.67,-213.81,-16.67,-44.44,11.11,-21.38,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,combined,30,13:25,12:00-13:30,150,CALL,-30.4,-98.31,37.5,0.02,0.67,True,-166.67,-666.67,-69.65,-304.03,-16.67,-44.44,-4.64,-30.4,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,combined,40,14:03,13:30-15:55,112,CALL,-44.79,-100.0,10.42,0.01,0.54,False,-166.67,,,-447.92,-16.67,,,-44.79,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,combined,50,14:04,13:30-15:55,111,CALL,-56.25,-100.0,-12.5,0.01,0.44,False,-166.67,,,-562.5,-16.67,,,-56.25,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,combined,60,14:05,13:30-15:55,110,CALL,-60.42,-100.0,-20.83,0.01,0.39,False,-166.67,,,-604.17,-16.67,,,-60.42,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,leg,20,09:31,09:30-10:30,384,CALL,-3.73,-22.03,14.58,0.47,0.56,True,-166.67,-666.67,47.62,223.16,-16.67,-44.44,3.17,22.32,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,leg,30,09:32,09:30-10:30,383,CALL,-8.49,-44.07,27.08,0.34,0.62,True,-166.67,-666.67,-21.51,112.99,-16.67,-44.44,-1.43,11.3,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,leg,40,09:32,09:30-10:30,383,CALL,-8.49,-44.07,27.08,0.34,0.62,True,-166.67,-666.67,-21.51,112.99,-16.67,-44.44,-1.43,11.3,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,leg,50,09:41,09:30-10:30,374,CALL,-22.76,-55.93,10.42,0.27,0.54,True,-166.67,-666.67,74.07,53.67,-16.67,-44.44,4.94,5.37,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
QQQ,2026-01-16,Vie,leg,60,09:42,09:30-10:30,373,CALL,-23.22,-61.02,14.58,0.24,0.56,True,-166.67,-666.67,47.62,28.25,-16.67,-44.44,3.17,2.82,O:QQQ260116C00628000,O:QQQ260116P00622000,True,09:30
SPY,2026-01-16,Vie,combined,20,09:40,09:30-10:30,375,CALL,-21.45,-23.33,-19.57,0.24,0.38,True,-956.52,-1456.52,-1403.89,-214.49,-95.65,-97.1,-93.59,-21.45,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,combined,30,11:08,10:30-12:00,287,CALL,-34.06,-83.33,15.22,0.06,0.54,True,-956.52,-1456.52,-1419.48,-340.58,-95.65,-97.1,-94.63,-34.06,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,combined,40,11:10,10:30-12:00,285,CALL,-41.09,-80.0,-2.17,0.07,0.46,True,-956.52,-1456.52,-1413.04,-410.87,-95.65,-97.1,-94.2,-41.09,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,combined,50,11:21,10:30-12:00,274,CALL,-50.36,-83.33,-17.39,0.06,0.4,True,-956.52,-1456.52,-1406.52,-503.62,-95.65,-97.1,-93.77,-50.36,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,combined,60,11:36,10:30-12:00,259,CALL,-61.23,-83.33,-39.13,0.06,0.29,True,-956.52,-1456.52,-1387.56,-612.32,-95.65,-97.1,-92.5,-61.23,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,leg,20,09:33,09:30-10:30,382,PUT,-9.2,3.33,-21.74,0.37,0.32,True,-956.52,-1402.47,-1456.52,-608.7,-95.65,-93.5,-97.1,-60.87,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,leg,30,09:41,09:30-10:30,374,CALL,-25.94,-36.67,-15.22,0.2,0.4,True,-956.52,-1456.52,-1406.52,-639.86,-95.65,-97.1,-93.77,-63.99,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,leg,40,09:43,09:30-10:30,372,CALL,-26.52,-40.0,-13.04,0.19,0.41,True,-956.52,-1456.52,-1407.74,-656.52,-95.65,-97.1,-93.85,-65.65,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,leg,50,09:44,09:30-10:30,371,CALL,-22.83,-50.0,4.35,0.16,0.49,True,-956.52,-1456.52,-1415.71,-706.52,-95.65,-97.1,-94.38,-70.65,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
SPY,2026-01-16,Vie,leg,60,09:57,09:30-10:30,358,CALL,3.7,-60.0,67.39,0.13,0.78,True,-956.52,-1456.52,-1430.88,-756.52,-95.65,-97.1,-95.39,-75.65,O:SPY260116C00696000,O:SPY260116P00691000,True,09:30
IWM,2026-01-16,Vie,combined,20,09:30,09:30-10:30,385,PUT,-33.78,-29.63,-37.93,0.38,0.4,True,-991.38,-1478.22,-1491.38,-337.8,-99.14,-98.55,-99.43,-33.78,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,combined,30,09:30,09:30-10:30,385,PUT,-33.78,-29.63,-37.93,0.38,0.4,True,-991.38,-1478.22,-1491.38,-337.8,-99.14,-98.55,-99.43,-33.78,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,combined,40,09:32,09:30-10:30,383,PUT,-40.87,-35.19,-46.55,0.32,0.36,True,-991.38,-1475.75,-1491.38,-408.68,-99.14,-98.38,-99.43,-40.87,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,combined,50,09:39,09:30-10:30,376,CALL,-53.61,-79.63,-27.59,0.12,0.43,True,-991.38,-1491.38,-1479.75,-536.08,-99.14,-99.43,-98.65,-53.61,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,combined,60,10:31,10:30-12:00,324,CALL,-60.73,-61.11,-60.34,0.23,0.24,True,-991.38,-1491.38,-1470.55,-607.28,-99.14,-99.43,-98.04,-60.73,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,leg,20,09:30,09:30-10:30,385,PUT,-33.78,-29.63,-37.93,0.38,0.4,True,-991.38,-1478.22,-1491.38,-689.66,-99.14,-98.55,-99.43,-68.97,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,leg,30,09:30,09:30-10:30,385,PUT,-33.78,-29.63,-37.93,0.38,0.4,True,-991.38,-1478.22,-1491.38,-689.66,-99.14,-98.55,-99.43,-68.97,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,leg,40,09:31,09:30-10:30,384,PUT,-35.98,-18.52,-53.45,0.28,0.45,True,-991.38,-1473.52,-1491.38,-767.24,-99.14,-98.23,-99.43,-76.72,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,leg,50,09:31,09:30-10:30,384,PUT,-35.98,-18.52,-53.45,0.28,0.45,True,-991.38,-1473.52,-1491.38,-767.24,-99.14,-98.23,-99.43,-76.72,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
IWM,2026-01-16,Vie,leg,60,09:35,09:30-10:30,380,CALL,-46.14,-62.96,-29.31,0.21,0.42,True,-991.38,-1491.38,-1479.47,-806.19,-99.14,-99.43,-98.63,-80.62,O:IWM260116C00267000,O:IWM260116P00264000,True,09:30
QQQ,2026-01-20,Mar,combined,20,09:42,09:30-10:30,373,PUT,-20.24,-2.38,-38.1,0.27,0.42,True,-988.1,-1469.58,-1488.1,-202.38,-98.81,-97.97,-99.21,-20.24,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,combined,30,09:49,09:30-10:30,366,PUT,-30.95,-14.29,-47.62,0.23,0.37,True,-988.1,-1466.36,-1488.1,-309.52,-98.81,-97.76,-99.21,-30.95,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,combined,40,10:03,09:30-10:30,352,PUT,-40.48,-38.1,-42.86,0.25,0.27,True,-988.1,-1468.1,-1488.1,-404.76,-98.81,-97.87,-99.21,-40.48,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,combined,50,10:07,09:30-10:30,348,PUT,-60.71,-57.14,-64.29,0.16,0.19,True,-988.1,-1456.85,-1488.1,-607.14,-98.81,-97.12,-99.21,-60.71,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,combined,60,10:07,09:30-10:30,348,PUT,-60.71,-57.14,-64.29,0.16,0.19,True,-988.1,-1456.85,-1488.1,-607.14,-98.81,-97.12,-99.21,-60.71,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,leg,20,09:33,09:30-10:30,382,PUT,-9.52,11.9,-30.95,0.3,0.48,True,-988.1,-1471.43,-1488.1,-654.76,-98.81,-98.1,-99.21,-65.48,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,leg,30,09:33,09:30-10:30,382,PUT,-9.52,11.9,-30.95,0.3,0.48,True,-988.1,-1471.43,-1488.1,-654.76,-98.81,-98.1,-99.21,-65.48,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,leg,40,09:34,09:30-10:30,381,PUT,-3.57,35.71,-42.86,0.26,0.58,True,-988.1,-1468.86,-1488.1,-714.29,-98.81,-97.92,-99.21,-71.43,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,leg,50,09:44,09:30-10:30,371,PUT,-21.43,7.14,-50.0,0.22,0.46,True,-988.1,-1465.37,-1488.1,-750.0,-98.81,-97.69,-99.21,-75.0,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
QQQ,2026-01-20,Mar,leg,60,09:51,09:30-10:30,364,PUT,-22.62,16.67,-61.9,0.17,0.5,True,-988.1,-1458.68,-1488.1,-809.52,-98.81,-97.25,-99.21,-80.95,O:QQQ260120C00619000,O:QQQ260120P00602000,True,09:30
SPY,2026-01-20,Mar,combined,20,09:42,09:30-10:30,373,PUT,-20.52,-17.78,-23.26,0.34,0.38,True,-976.74,-1447.33,-1476.74,-205.17,-97.67,-96.49,-98.45,-20.52,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,combined,30,10:05,09:30-10:30,350,CALL,-32.84,-37.78,-27.91,0.29,0.32,True,-976.74,-1476.74,-1445.49,-328.42,-97.67,-98.45,-96.37,-32.84,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,combined,40,10:07,09:30-10:30,348,CALL,-46.43,-53.33,-39.53,0.22,0.27,True,-976.74,-1476.74,-1439.71,-464.34,-97.67,-98.45,-95.98,-46.43,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,combined,50,10:09,09:30-10:30,346,CALL,-50.67,-71.11,-30.23,0.14,0.31,True,-976.74,-1476.74,-1444.49,-506.72,-97.67,-98.45,-96.3,-50.67,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,combined,60,10:13,09:30-10:30,342,CALL,-62.25,-73.33,-51.16,0.13,0.22,True,-976.74,-1476.74,-1431.29,-622.48,-97.67,-98.45,-95.42,-62.25,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,leg,20,09:32,09:30-10:30,383,CALL,-1.76,-24.44,20.93,0.35,0.53,True,-976.74,-1476.74,-1457.88,-598.97,-97.67,-98.45,-97.19,-59.9,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,leg,30,09:43,09:30-10:30,372,PUT,-22.89,-15.56,-30.23,0.31,0.39,True,-976.74,-1444.49,-1476.74,-651.16,-97.67,-96.3,-98.45,-65.12,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,leg,40,09:44,09:30-10:30,371,PUT,-23.26,0.0,-46.51,0.24,0.46,True,-976.74,-1435.08,-1476.74,-732.56,-97.67,-95.67,-98.45,-73.26,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,leg,50,10:07,09:30-10:30,348,CALL,-46.43,-53.33,-39.53,0.22,0.27,True,-976.74,-1476.74,-1439.71,-743.41,-97.67,-98.45,-95.98,-74.34,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
SPY,2026-01-20,Mar,leg,60,10:08,09:30-10:30,347,CALL,-47.29,-66.67,-27.91,0.16,0.32,True,-976.74,-1476.74,-1445.49,-810.08,-97.67,-98.45,-96.37,-81.01,O:SPY260120C00688000,O:SPY260120P00675000,True,09:30
IWM,2026-01-20,Mar,combined,20,10:07,09:30-10:30,348,PUT,-56.7,-43.4,-70.0,0.23,0.4,True,-1000.0,-1500.0,-1500.0,-566.98,-100.0,-100.0,-100.0,-56.7,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,combined,30,10:07,09:30-10:30,348,PUT,-56.7,-43.4,-70.0,0.23,0.4,True,-1000.0,-1500.0,-1500.0,-566.98,-100.0,-100.0,-100.0,-56.7,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,combined,40,10:07,09:30-10:30,348,PUT,-56.7,-43.4,-70.0,0.23,0.4,True,-1000.0,-1500.0,-1500.0,-566.98,-100.0,-100.0,-100.0,-56.7,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,combined,50,10:07,09:30-10:30,348,PUT,-56.7,-43.4,-70.0,0.23,0.4,True,-1000.0,-1500.0,-1500.0,-566.98,-100.0,-100.0,-100.0,-56.7,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,combined,60,10:09,09:30-10:30,346,CALL,-61.82,-67.92,-55.71,0.18,0.32,True,-1000.0,-1500.0,-1500.0,-618.19,-100.0,-100.0,-100.0,-61.82,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,leg,20,09:34,09:30-10:30,381,PUT,-15.23,-1.89,-28.57,0.51,0.53,True,-1000.0,-1500.0,-1500.0,-642.86,-100.0,-100.0,-100.0,-64.29,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,leg,30,09:36,09:30-10:30,379,PUT,-11.25,13.21,-35.71,0.46,0.61,True,-1000.0,-1500.0,-1500.0,-678.57,-100.0,-100.0,-100.0,-67.86,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,leg,40,09:37,09:30-10:30,378,PUT,-7.05,30.19,-44.29,0.41,0.7,True,-1000.0,-1500.0,-1500.0,-721.43,-100.0,-100.0,-100.0,-72.14,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,leg,50,09:38,09:30-10:30,377,PUT,0.7,52.83,-51.43,0.35,0.82,True,-1000.0,-1500.0,-1500.0,-757.14,-100.0,-100.0,-100.0,-75.71,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
IWM,2026-01-20,Mar,leg,60,10:07,09:30-10:30,348,PUT,-56.7,-43.4,-70.0,0.23,0.4,True,-1000.0,-1500.0,-1500.0,-850.0,-100.0,-100.0,-100.0,-85.0,O:IWM260120C00264000,O:IWM260120P00260000,True,09:30
QQQ,2026-01-21,Mié,combined,20,09:36,09:30-10:30,379,CALL,-23.18,-64.0,17.65,0.19,0.41,True,-680.0,-337.89,-1180.0,-231.76,-68.0,-22.53,-78.67,-23.18,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,combined,30,09:38,09:30-10:30,377,CALL,-30.94,-56.0,-5.88,0.23,0.33,True,-680.0,-484.35,-1180.0,-309.41,-68.0,-32.29,-78.67,-30.94,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,combined,40,09:45,09:30-10:30,370,CALL,-41.24,-56.0,-26.47,0.23,0.26,True,-680.0,-484.35,-1180.0,-412.35,-68.0,-32.29,-78.67,-41.24,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,combined,50,10:10,09:30-10:30,345,PUT,-53.35,-42.0,-64.71,0.13,0.3,True,-680.0,-1180.0,-646.67,-533.53,-68.0,-78.67,-43.11,-53.35,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,combined,60,11:41,10:30-12:00,254,PUT,-63.71,-48.0,-79.41,0.08,0.27,True,-680.0,-1180.0,-587.41,-637.06,-68.0,-78.67,-39.16,-63.71,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,leg,20,09:30,09:30-10:30,385,CALL,-17.47,-32.0,-2.94,0.35,0.34,True,-680.0,-722.86,-1180.0,-660.0,-68.0,-48.19,-78.67,-66.0,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,leg,30,09:30,09:30-10:30,385,CALL,-17.47,-32.0,-2.94,0.35,0.34,True,-680.0,-722.86,-1180.0,-660.0,-68.0,-48.19,-78.67,-66.0,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,leg,40,09:32,09:30-10:30,383,CALL,-6.88,-52.0,38.24,0.25,0.48,True,-680.0,-540.0,-1180.0,-760.0,-68.0,-36.0,-78.67,-76.0,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,leg,50,09:32,09:30-10:30,383,CALL,-6.88,-52.0,38.24,0.25,0.48,True,-680.0,-540.0,-1180.0,-760.0,-68.0,-36.0,-78.67,-76.0,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
QQQ,2026-01-21,Mié,leg,60,09:35,09:30-10:30,380,CALL,-19.24,-62.0,23.53,0.2,0.43,True,-680.0,-380.0,-1180.0,-810.0,-68.0,-25.33,-78.67,-81.0,O:QQQ260121C00616000,O:QQQ260121P00601000,True,09:30
SPY,2026-01-21,Mié,combined,20,09:35,09:30-10:30,380,CALL,-20.56,-50.0,8.89,0.24,0.5,True,-597.83,-326.99,-1097.83,-205.56,-59.78,-21.8,-73.19,-20.56,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,combined,30,09:44,09:30-10:30,371,CALL,-30.6,-45.65,-15.56,0.26,0.39,True,-597.83,-386.29,-1097.83,-306.04,-59.78,-25.75,-73.19,-30.6,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,combined,40,10:08,09:30-10:30,347,PUT,-40.97,-13.04,-68.89,0.15,0.41,True,-597.83,-1097.83,-646.61,-409.66,-59.78,-73.19,-43.11,-40.97,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,combined,50,10:10,09:30-10:30,345,PUT,-53.99,-41.3,-66.67,0.16,0.28,True,-597.83,-1097.83,-437.11,-539.86,-59.78,-73.19,-29.14,-53.99,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,combined,60,11:37,10:30-12:00,258,PUT,-62.83,-45.65,-80.0,0.1,0.26,True,-597.83,-1097.83,-386.29,-628.26,-59.78,-73.19,-25.75,-62.83,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,leg,20,09:31,09:30-10:30,384,CALL,-1.98,-21.74,17.78,0.37,0.54,True,-597.83,-597.83,-1097.83,-608.7,-59.78,-39.86,-73.19,-60.87,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,leg,30,09:32,09:30-10:30,383,CALL,-4.08,-32.61,24.44,0.32,0.57,True,-597.83,-519.7,-1097.83,-663.04,-59.78,-34.65,-73.19,-66.3,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,leg,40,09:34,09:30-10:30,381,CALL,-13.99,-41.3,13.33,0.28,0.52,True,-597.83,-437.11,-1097.83,-706.52,-59.78,-29.14,-73.19,-70.65,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
SPY,2026-01-21,Mié,leg,50,09:35,09:30-10:30,380,CALL,-20.56,-50.0,8.89,0.24,0.5,True,-597.83,-326.99,-1097.83,-750.0,-59.78,-21.8,-73.19,-75.0,O:SPY260121C00685000,O:SPY260121P00674000,True,09:30
