ticker,fecha,hora_et,direccion,estrategia
IWM,2022-07-05,09:30,PUT,TR-UD-15m
IWM,2022-07-07,09:30,CALL,TR-UD-15m
IWM,2022-07-11,09:30,PUT,TR-UD-15m
IWM,2022-08-01,09:30,PUT,TR-UD-15m
IWM,2022-08-09,09:30,PUT,TR-UD-15m
IWM,2022-08-12,09:30,PUT,TR-UD-15m
IWM,2022-08-19,09:30,PUT,TR-UD-15m
IWM,2022-09-15,09:30,PUT,TR-UD-15m
IWM,2022-09-27,09:30,CALL,TR-UD-15m
IWM,2022-10-06,09:30,CALL,TR-UD-15m
IWM,2022-10-28,09:30,PUT,TR-UD-15m
IWM,2022-11-14,09:30,PUT,TR-UD-15m
IWM,2022-11-15,09:30,CALL,TR-UD-15m
IWM,2022-11-16,09:30,PUT,TR-UD-15m
IWM,2022-11-21,09:30,PUT,TR-UD-15m
IWM,2023-01-05,09:30,PUT,TR-UD-15m
IWM,2023-01-20,09:30,CALL,TR-UD-15m
IWM,2023-02-06,09:30,PUT,TR-UD-15m
IWM,2023-03-09,09:30,CALL,TR-UD-15m
IWM,2023-03-22,09:30,PUT,TR-UD-15m
IWM,2023-04-13,09:30,PUT,TR-UD-15m
IWM,2023-04-20,09:30,PUT,TR-UD-15m
IWM,2023-05-02,09:30,PUT,TR-UD-15m
IWM,2023-05-04,09:30,PUT,TR-UD-15m
IWM,2023-05-26,09:30,CALL,TR-UD-15m
IWM,2023-06-13,09:30,CALL,TR-UD-15m
IWM,2023-06-21,09:30,PUT,TR-UD-15m
IWM,2023-06-22,09:30,PUT,TR-UD-15m
IWM,2023-07-05,09:30,PUT,TR-UD-15m
IWM,2023-07-07,09:30,CALL,TR-UD-15m
IWM,2023-07-20,09:30,CALL,TR-UD-15m
IWM,2023-07-28,09:30,CALL,TR-UD-15m
IWM,2023-08-28,09:30,CALL,TR-UD-15m
IWM,2023-08-29,09:30,PUT,TR-UD-15m
IWM,2023-08-31,09:30,CALL,TR-UD-15m
IWM,2023-09-01,09:30,CALL,TR-UD-15m
IWM,2023-09-05,09:30,PUT,TR-UD-15m
IWM,2023-09-08,09:30,CALL,TR-UD-15m
IWM,2023-09-13,09:30,PUT,TR-UD-15m
IWM,2023-09-20,09:30,CALL,TR-UD-15m
IWM,2023-10-30,09:30,CALL,TR-UD-15m
IWM,2023-10-31,09:30,CALL,TR-UD-15m
IWM,2023-11-08,09:30,CALL,TR-UD-15m
IWM,2023-11-16,09:30,PUT,TR-UD-15m
IWM,2023-11-22,09:30,CALL,TR-UD-15m
IWM,2023-11-27,09:30,PUT,TR-UD-15m
IWM,2023-11-29,09:30,CALL,TR-UD-15m
IWM,2023-12-01,09:30,PUT,TR-UD-15m
IWM,2023-12-07,09:30,PUT,TR-UD-15m
IWM,2023-12-18,09:30,CALL,TR-UD-15m
IWM,2023-12-19,09:30,CALL,TR-UD-15m
