ticker,fecha,hora_et,direccion,estrategia
SPY,2022-06-07,14:15,CALL,TR-UD-15m intradia
SPY,2022-06-17,13:15,CALL,TR-UD-15m intradia
SPY,2022-06-17,15:00,PUT,TR-UD-15m intradia
SPY,2022-06-22,14:00,CALL,TR-UD-15m intradia
SPY,2022-06-23,15:45,CALL,TR-UD-15m intradia
SPY,2022-07-05,09:45,PUT,TR-UD-15m intradia
SPY,2022-07-12,14:30,PUT,TR-UD-15m intradia
SPY,2022-07-13,15:45,PUT,TR-UD-15m intradia
SPY,2022-07-19,10:15,CALL,TR-UD-15m intradia
SPY,2022-07-21,10:15,PUT,TR-UD-15m intradia
SPY,2022-07-21,12:15,CALL,TR-UD-15m intradia
SPY,2022-07-25,14:00,PUT,TR-UD-15m intradia
SPY,2022-07-26,09:45,PUT,TR-UD-15m intradia
SPY,2022-08-02,12:15,CALL,TR-UD-15m intradia
SPY,2022-08-02,13:30,PUT,TR-UD-15m intradia
SPY,2022-08-03,09:45,CALL,TR-UD-15m intradia
SPY,2022-08-04,13:45,CALL,TR-UD-15m intradia
SPY,2022-08-12,09:45,CALL,TR-UD-15m intradia
SPY,2022-08-18,12:45,PUT,TR-UD-15m intradia
SPY,2022-08-18,14:30,CALL,TR-UD-15m intradia
SPY,2022-08-23,10:15,CALL,TR-UD-15m intradia
SPY,2022-08-24,10:00,PUT,TR-UD-15m intradia
SPY,2022-08-31,13:30,PUT,TR-UD-15m intradia
SPY,2022-09-02,15:45,PUT,TR-UD-15m intradia
SPY,2022-09-07,12:45,CALL,TR-UD-15m intradia
SPY,2022-09-15,10:00,CALL,TR-UD-15m intradia
SPY,2022-09-19,10:30,CALL,TR-UD-15m intradia
SPY,2022-09-19,15:00,CALL,TR-UD-15m intradia
SPY,2022-09-20,09:45,PUT,TR-UD-15m intradia
SPY,2022-09-27,12:00,PUT,TR-UD-15m intradia
SPY,2022-09-30,13:45,PUT,TR-UD-15m intradia
SPY,2022-10-03,13:30,CALL,TR-UD-15m intradia
SPY,2022-10-05,15:00,CALL,TR-UD-15m intradia
SPY,2022-10-06,13:30,CALL,TR-UD-15m intradia
SPY,2022-10-06,14:15,PUT,TR-UD-15m intradia
SPY,2022-10-11,12:30,CALL,TR-UD-15m intradia
SPY,2022-10-12,14:45,PUT,TR-UD-15m intradia
SPY,2022-10-13,11:30,CALL,TR-UD-15m intradia
SPY,2022-10-19,09:45,PUT,TR-UD-15m intradia
SPY,2022-10-19,10:30,CALL,TR-UD-15m intradia
