ticker,fecha,hora_et,direccion,estrategia
META,2022-06-16,09:30,PUT,TR-UD-15m
META,2022-06-23,09:30,PUT,TR-UD-15m
META,2022-06-24,09:30,CALL,TR-UD-15m
META,2022-07-05,09:30,CALL,TR-UD-15m
META,2022-07-12,09:30,CALL,TR-UD-15m
META,2022-07-14,09:30,PUT,TR-UD-15m
META,2022-09-08,09:30,PUT,TR-UD-15m
META,2022-09-20,09:30,PUT,TR-UD-15m
META,2022-10-28,09:30,CALL,TR-UD-15m
META,2022-10-31,09:30,PUT,TR-UD-15m
META,2022-11-02,09:30,PUT,TR-UD-15m
META,2022-11-28,09:30,PUT,TR-UD-15m
META,2023-01-05,09:30,PUT,TR-UD-15m
META,2023-01-12,09:30,CALL,TR-UD-15m
META,2023-02-01,09:30,PUT,TR-UD-15m
META,2023-02-21,09:30,CALL,TR-UD-15m
META,2023-02-28,09:30,CALL,TR-UD-15m
META,2023-03-01,09:30,PUT,TR-UD-15m
META,2023-03-23,09:30,PUT,TR-UD-15m
META,2023-04-03,09:30,PUT,TR-UD-15m
META,2023-04-14,09:30,PUT,TR-UD-15m
META,2023-04-25,09:30,PUT,TR-UD-15m
META,2023-04-28,09:30,PUT,TR-UD-15m
META,2023-06-01,09:30,CALL,TR-UD-15m
META,2023-06-07,09:30,PUT,TR-UD-15m
META,2023-06-21,09:30,CALL,TR-UD-15m
META,2023-06-30,09:30,CALL,TR-UD-15m
META,2023-07-05,09:30,CALL,TR-UD-15m
META,2023-07-11,09:30,CALL,TR-UD-15m
META,2023-07-18,09:30,CALL,TR-UD-15m
META,2023-07-20,09:30,PUT,TR-UD-15m
META,2023-08-21,09:30,CALL,TR-UD-15m
META,2023-08-29,09:30,PUT,TR-UD-15m
META,2023-09-01,09:30,CALL,TR-UD-15m
META,2023-09-11,09:30,CALL,TR-UD-15m
META,2023-09-19,09:30,CALL,TR-UD-15m
META,2023-09-22,09:30,CALL,TR-UD-15m
META,2023-10-06,09:30,PUT,TR-UD-15m
META,2023-10-27,09:30,CALL,TR-UD-15m
META,2023-10-31,09:30,PUT,TR-UD-15m
META,2023-11-17,09:30,PUT,TR-UD-15m
META,2023-11-22,09:30,CALL,TR-UD-15m
META,2023-12-05,09:30,CALL,TR-UD-15m
META,2023-12-07,09:30,PUT,TR-UD-15m
META,2023-12-21,09:30,CALL,TR-UD-15m
META,2023-12-29,09:30,PUT,TR-UD-15m
META,2024-01-10,09:30,CALL,TR-UD-15m
META,2024-01-25,09:30,PUT,TR-UD-15m
META,2024-02-12,09:30,PUT,TR-UD-15m
META,2024-03-01,09:30,CALL,TR-UD-15m
META,2024-03-19,09:30,PUT,TR-UD-15m
META,2024-03-22,09:30,PUT,TR-UD-15m
META,2024-03-25,09:30,PUT,TR-UD-15m
META,2024-03-26,09:30,CALL,TR-UD-15m
META,2024-04-12,09:30,PUT,TR-UD-15m
META,2024-04-15,09:30,CALL,TR-UD-15m
META,2024-04-26,09:30,CALL,TR-UD-15m
META,2024-05-03,09:30,CALL,TR-UD-15m
META,2024-05-13,09:30,PUT,TR-UD-15m
META,2024-05-16,09:30,PUT,TR-UD-15m
META,2024-05-21,09:30,PUT,TR-UD-15m
META,2024-06-17,09:30,PUT,TR-UD-15m
META,2024-06-24,09:30,CALL,TR-UD-15m
META,2024-06-28,09:30,PUT,TR-UD-15m
META,2024-07-16,09:30,CALL,TR-UD-15m
META,2024-08-06,09:30,CALL,TR-UD-15m
