ticker,fecha,hora_et,direccion,estrategia
QQQ,2020-10-16,09:30,PUT,TR-UD-15m
QQQ,2021-06-02,09:30,PUT,TR-UD-15m
QQQ,2021-08-11,09:30,CALL,TR-UD-15m
QQQ,2022-03-02,09:30,PUT,TR-UD-15m
QQQ,2022-06-02,09:30,PUT,TR-UD-15m
QQQ,2022-06-09,09:30,PUT,TR-UD-15m
QQQ,2022-06-30,09:30,PUT,TR-UD-15m
QQQ,2022-07-05,09:30,PUT,TR-UD-15m
QQQ,2022-07-11,09:30,PUT,TR-UD-15m
QQQ,2022-08-03,09:30,CALL,TR-UD-15m
QQQ,2022-08-08,09:30,CALL,TR-UD-15m
QQQ,2022-08-12,09:30,PUT,TR-UD-15m
QQQ,2022-09-26,09:30,CALL,TR-UD-15m
QQQ,2022-10-03,09:30,PUT,TR-UD-15m
QQQ,2022-11-21,09:30,PUT,TR-UD-15m
QQQ,2022-12-05,09:30,PUT,TR-UD-15m
QQQ,2022-12-29,09:30,CALL,TR-UD-15m
QQQ,2023-01-06,09:30,CALL,TR-UD-15m
QQQ,2023-03-01,09:30,PUT,TR-UD-15m
QQQ,2023-03-09,09:30,CALL,TR-UD-15m
QQQ,2023-03-23,09:30,PUT,TR-UD-15m
QQQ,2023-04-05,09:30,PUT,TR-UD-15m
QQQ,2023-04-17,09:30,CALL,TR-UD-15m
QQQ,2023-04-25,09:30,PUT,TR-UD-15m
QQQ,2023-05-04,09:30,PUT,TR-UD-15m
QQQ,2023-05-11,09:30,CALL,TR-UD-15m
QQQ,2023-06-07,09:30,CALL,TR-UD-15m
QQQ,2023-06-21,09:30,PUT,TR-UD-15m
QQQ,2023-06-26,09:30,PUT,TR-UD-15m
QQQ,2023-06-29,09:30,CALL,TR-UD-15m
QQQ,2023-07-07,09:30,CALL,TR-UD-15m
QQQ,2023-07-11,09:30,CALL,TR-UD-15m
QQQ,2023-07-25,09:30,CALL,TR-UD-15m
QQQ,2023-08-08,09:30,PUT,TR-UD-15m
QQQ,2023-08-21,09:30,CALL,TR-UD-15m
QQQ,2023-09-08,09:30,CALL,TR-UD-15m
QQQ,2023-09-14,09:30,CALL,TR-UD-15m
QQQ,2023-09-15,09:30,PUT,TR-UD-15m
QQQ,2023-09-27,09:30,CALL,TR-UD-15m
QQQ,2023-10-06,09:30,PUT,TR-UD-15m
QQQ,2023-10-30,09:30,CALL,TR-UD-15m
QQQ,2023-11-30,09:30,PUT,TR-UD-15m
QQQ,2023-12-07,09:30,CALL,TR-UD-15m
QQQ,2023-12-15,09:30,CALL,TR-UD-15m
QQQ,2023-12-26,09:30,CALL,TR-UD-15m
QQQ,2024-01-05,09:30,PUT,TR-UD-15m
QQQ,2024-01-08,09:30,CALL,TR-UD-15m
QQQ,2024-01-10,09:30,CALL,TR-UD-15m
QQQ,2024-01-12,09:30,CALL,TR-UD-15m
QQQ,2024-01-16,09:30,PUT,TR-UD-15m
QQQ,2024-01-17,09:30,PUT,TR-UD-15m
QQQ,2024-02-02,09:30,CALL,TR-UD-15m
QQQ,2024-02-16,09:30,CALL,TR-UD-15m
QQQ,2024-02-26,09:30,PUT,TR-UD-15m
QQQ,2024-03-01,09:30,CALL,TR-UD-15m
QQQ,2024-03-15,09:30,PUT,TR-UD-15m
QQQ,2024-03-20,09:30,CALL,TR-UD-15m
QQQ,2024-03-22,09:30,PUT,TR-UD-15m
QQQ,2024-03-26,09:30,CALL,TR-UD-15m
QQQ,2024-03-27,09:30,CALL,TR-UD-15m
QQQ,2024-04-05,09:30,PUT,TR-UD-15m
QQQ,2024-05-20,09:30,CALL,TR-UD-15m
QQQ,2024-06-04,09:30,CALL,TR-UD-15m
QQQ,2024-06-14,09:30,CALL,TR-UD-15m
QQQ,2024-06-27,09:30,CALL,TR-UD-15m
QQQ,2024-06-28,09:30,CALL,TR-UD-15m
QQQ,2024-07-01,09:30,PUT,TR-UD-15m
QQQ,2024-07-29,09:30,CALL,TR-UD-15m
QQQ,2024-08-21,09:30,CALL,TR-UD-15m
QQQ,2024-08-26,09:30,CALL,TR-UD-15m
QQQ,2024-09-06,09:30,PUT,TR-UD-15m
QQQ,2024-09-18,09:30,CALL,TR-UD-15m
QQQ,2024-09-23,09:30,CALL,TR-UD-15m
QQQ,2024-10-01,09:30,CALL,TR-UD-15m
QQQ,2024-10-15,09:30,CALL,TR-UD-15m
QQQ,2024-10-18,09:30,CALL,TR-UD-15m
QQQ,2024-10-22,09:30,PUT,TR-UD-15m
QQQ,2024-10-23,09:30,PUT,TR-UD-15m
QQQ,2024-10-29,09:30,PUT,TR-UD-15m
QQQ,2024-11-04,09:30,PUT,TR-UD-15m
QQQ,2024-11-05,09:30,CALL,TR-UD-15m
QQQ,2024-11-12,09:30,CALL,TR-UD-15m
